주차장명,시간대,요일,입차대수,출차대수,시간대별 차량대수
올림픽공원,2024-07-01 00:00:00,Monday,17,3,14
올림픽공원,2024-07-01 01:00:00,Monday,17,9,22
올림픽공원,2024-07-01 02:00:00,Monday,6,10,18
올림픽공원,2024-07-01 03:00:00,Monday,9,5,22
올림픽공원,2024-07-01 04:00:00,Monday,28,9,41
올림픽공원,2024-07-01 05:00:00,Monday,377,28,390
올림픽공원,2024-07-01 06:00:00,Monday,379,160,609
올림픽공원,2024-07-01 07:00:00,Monday,334,449,494
올림픽공원,2024-07-01 08:00:00,Monday,791,589,696
올림픽공원,2024-07-01 09:00:00,Monday,538,296,938
올림픽공원,2024-07-01 10:00:00,Monday,499,481,956
올림픽공원,2024-07-01 11:00:00,Monday,327,533,750
올림픽공원,2024-07-01 12:00:00,Monday,323,523,550
올림픽공원,2024-07-01 13:00:00,Monday,410,327,633
올림픽공원,2024-07-01 14:00:00,Monday,363,330,666
올림픽공원,2024-07-01 15:00:00,Monday,353,402,617
올림픽공원,2024-07-01 16:00:00,Monday,368,454,531
올림픽공원,2024-07-01 17:00:00,Monday,467,455,543
올림픽공원,2024-07-01 18:00:00,Monday,539,505,577
올림픽공원,2024-07-01 19:00:00,Monday,471,390,658
올림픽공원,2024-07-01 20:00:00,Monday,364,423,599
올림픽공원,2024-07-01 21:00:00,Monday,106,432,273
올림픽공원,2024-07-01 22:00:00,Monday,36,266,43
올림픽공원,2024-07-01 23:00:00,Monday,9,22,30
올림픽공원,2024-07-02 00:00:00,Tuesday,5,4,31
올림픽공원,2024-07-02 01:00:00,Tuesday,1,1,31
올림픽공원,2024-07-02 02:00:00,Tuesday,1,1,31
올림픽공원,2024-07-02 03:00:00,Tuesday,8,2,37
올림픽공원,2024-07-02 04:00:00,Tuesday,20,4,53
올림픽공원,2024-07-02 05:00:00,Tuesday,387,23,417
올림픽공원,2024-07-02 06:00:00,Tuesday,400,135,682
올림픽공원,2024-07-02 07:00:00,Tuesday,295,480,497
올림픽공원,2024-07-02 08:00:00,Tuesday,781,596,682
올림픽공원,2024-07-02 09:00:00,Tuesday,631,384,929
올림픽공원,2024-07-02 10:00:00,Tuesday,444,427,946
올림픽공원,2024-07-02 11:00:00,Tuesday,266,520,692
올림픽공원,2024-07-02 12:00:00,Tuesday,283,482,493
올림픽공원,2024-07-02 13:00:00,Tuesday,393,318,568
올림픽공원,2024-07-02 14:00:00,Tuesday,286,250,604
올림픽공원,2024-07-02 15:00:00,Tuesday,361,370,595
올림픽공원,2024-07-02 16:00:00,Tuesday,306,384,517
올림픽공원,2024-07-02 17:00:00,Tuesday,416,427,506
올림픽공원,2024-07-02 18:00:00,Tuesday,479,434,551
올림픽공원,2024-07-02 19:00:00,Tuesday,389,348,592
올림픽공원,2024-07-02 20:00:00,Tuesday,331,369,554
올림픽공원,2024-07-02 21:00:00,Tuesday,85,388,251
올림픽공원,2024-07-02 22:00:00,Tuesday,21,241,31
올림픽공원,2024-07-02 23:00:00,Tuesday,5,14,22
올림픽공원,2024-07-03 00:00:00,Wednesday,4,4,22
올림픽공원,2024-07-03 01:00:00,Wednesday,3,2,23
올림픽공원,2024-07-03 02:00:00,Wednesday,1,1,23
올림픽공원,2024-07-03 03:00:00,Wednesday,6,3,26
올림픽공원,2024-07-03 04:00:00,Wednesday,20,2,44
올림픽공원,2024-07-03 05:00:00,Wednesday,340,16,368
올림픽공원,2024-07-03 06:00:00,Wednesday,369,107,630
올림픽공원,2024-07-03 07:00:00,Wednesday,298,452,476
올림픽공원,2024-07-03 08:00:00,Wednesday,759,575,660
올림픽공원,2024-07-03 09:00:00,Wednesday,623,289,994
올림픽공원,2024-07-03 10:00:00,Wednesday,504,480,1018
올림픽공원,2024-07-03 11:00:00,Wednesday,331,557,792
올림픽공원,2024-07-03 12:00:00,Wednesday,352,521,623
올림픽공원,2024-07-03 13:00:00,Wednesday,453,375,701
올림픽공원,2024-07-03 14:00:00,Wednesday,352,335,718
올림픽공원,2024-07-03 15:00:00,Wednesday,345,361,702
올림픽공원,2024-07-03 16:00:00,Wednesday,331,428,605
올림픽공원,2024-07-03 17:00:00,Wednesday,413,456,562
올림픽공원,2024-07-03 18:00:00,Wednesday,489,460,591
올림픽공원,2024-07-03 19:00:00,Wednesday,426,399,618
올림픽공원,2024-07-03 20:00:00,Wednesday,403,442,579
올림픽공원,2024-07-03 21:00:00,Wednesday,113,415,277
올림픽공원,2024-07-03 22:00:00,Wednesday,35,264,48
올림픽공원,2024-07-03 23:00:00,Wednesday,17,26,39
올림픽공원,2024-07-04 00:00:00,Thursday,9,6,42
올림픽공원,2024-07-04 01:00:00,Thursday,3,3,42
올림픽공원,2024-07-04 02:00:00,Thursday,3,2,43
올림픽공원,2024-07-04 03:00:00,Thursday,4,3,44
올림픽공원,2024-07-04 04:00:00,Thursday,22,2,64
올림픽공원,2024-07-04 05:00:00,Thursday,360,21,403
올림픽공원,2024-07-04 06:00:00,Thursday,374,161,616
올림픽공원,2024-07-04 07:00:00,Thursday,290,437,469
올림픽공원,2024-07-04 08:00:00,Thursday,770,575,664
올림픽공원,2024-07-04 09:00:00,Thursday,555,259,960
올림픽공원,2024-07-04 10:00:00,Thursday,449,446,963
올림픽공원,2024-07-04 11:00:00,Thursday,273,511,725
올림픽공원,2024-07-04 12:00:00,Thursday,328,521,532
올림픽공원,2024-07-04 13:00:00,Thursday,411,336,607
올림픽공원,2024-07-04 14:00:00,Thursday,325,293,639
올림픽공원,2024-07-04 15:00:00,Thursday,382,379,642
올림픽공원,2024-07-04 16:00:00,Thursday,386,444,584
올림픽공원,2024-07-04 17:00:00,Thursday,446,448,582
올림픽공원,2024-07-04 18:00:00,Thursday,533,516,599
올림픽공원,2024-07-04 19:00:00,Thursday,457,388,668
올림픽공원,2024-07-04 20:00:00,Thursday,422,417,673
올림픽공원,2024-07-04 21:00:00,Thursday,109,471,311
올림픽공원,2024-07-04 22:00:00,Thursday,52,303,60
올림픽공원,2024-07-04 23:00:00,Thursday,11,29,42
올림픽공원,2024-07-05 00:00:00,Friday,4,4,42
올림픽공원,2024-07-05 01:00:00,Friday,2,5,39
올림픽공원,2024-07-05 02:00:00,Friday,2,1,40
올림픽공원,2024-07-05 03:00:00,Friday,7,2,45
올림픽공원,2024-07-05 04:00:00,Friday,18,3,60
올림픽공원,2024-07-05 05:00:00,Friday,329,20,369
올림픽공원,2024-07-05 06:00:00,Friday,353,100,622
올림픽공원,2024-07-05 07:00:00,Friday,273,432,463
올림픽공원,2024-07-05 08:00:00,Friday,769,561,671
올림픽공원,2024-07-05 09:00:00,Friday,563,279,955
올림픽공원,2024-07-05 10:00:00,Friday,473,440,988
올림픽공원,2024-07-05 11:00:00,Friday,301,563,726
올림픽공원,2024-07-05 12:00:00,Friday,317,510,533
올림픽공원,2024-07-05 13:00:00,Friday,445,321,657
올림픽공원,2024-07-05 14:00:00,Friday,339,313,683
올림픽공원,2024-07-05 15:00:00,Friday,378,389,672
올림픽공원,2024-07-05 16:00:00,Friday,332,454,550
올림픽공원,2024-07-05 17:00:00,Friday,469,455,564
올림픽공원,2024-07-05 18:00:00,Friday,506,467,603
올림픽공원,2024-07-05 19:00:00,Friday,408,385,626
올림픽공원,2024-07-05 20:00:00,Friday,327,379,574
올림픽공원,2024-07-05 21:00:00,Friday,142,440,276
올림픽공원,2024-07-05 22:00:00,Friday,56,251,81
올림픽공원,2024-07-05 23:00:00,Friday,19,45,55
올림픽공원,2024-07-06 00:00:00,Saturday,11,12,54
올림픽공원,2024-07-06 01:00:00,Saturday,5,8,51
올림픽공원,2024-07-06 02:00:00,Saturday,3,5,49
올림픽공원,2024-07-06 03:00:00,Saturday,5,3,51
올림픽공원,2024-07-06 04:00:00,Saturday,5,4,52
올림픽공원,2024-07-06 05:00:00,Saturday,31,8,75
올림픽공원,2024-07-06 06:00:00,Saturday,91,25,141
올림픽공원,2024-07-06 07:00:00,Saturday,172,106,207
올림픽공원,2024-07-06 08:00:00,Saturday,478,170,515
올림픽공원,2024-07-06 09:00:00,Saturday,506,268,753
올림픽공원,2024-07-06 10:00:00,Saturday,583,461,875
올림픽공원,2024-07-06 11:00:00,Saturday,486,564,797
올림픽공원,2024-07-06 12:00:00,Saturday,445,614,628
올림픽공원,2024-07-06 13:00:00,Saturday,555,497,686
올림픽공원,2024-07-06 14:00:00,Saturday,547,404,829
올림픽공원,2024-07-06 15:00:00,Saturday,539,475,893
올림픽공원,2024-07-06 16:00:00,Saturday,509,455,947
올림픽공원,2024-07-06 17:00:00,Saturday,421,628,740
올림픽공원,2024-07-06 18:00:00,Saturday,308,357,691
올림픽공원,2024-07-06 19:00:00,Saturday,183,194,680
올림픽공원,2024-07-06 20:00:00,Saturday,176,389,467
올림픽공원,2024-07-06 21:00:00,Saturday,113,271,309
올림픽공원,2024-07-06 22:00:00,Saturday,62,315,56
올림픽공원,2024-07-06 23:00:00,Saturday,19,20,55
올림픽공원,2024-07-07 00:00:00,Sunday,9,13,51
올림픽공원,2024-07-07 01:00:00,Sunday,15,18,48
올림픽공원,2024-07-07 02:00:00,Sunday,6,12,42
올림픽공원,2024-07-07 03:00:00,Sunday,3,3,42
올림픽공원,2024-07-07 04:00:00,Sunday,5,4,43
올림픽공원,2024-07-07 05:00:00,Sunday,30,10,63
올림픽공원,2024-07-07 06:00:00,Sunday,67,49,81
올림픽공원,2024-07-07 07:00:00,Sunday,108,58,131
올림픽공원,2024-07-07 08:00:00,Sunday,314,138,307
올림픽공원,2024-07-07 09:00:00,Sunday,478,205,580
올림픽공원,2024-07-07 10:00:00,Sunday,465,328,717
올림픽공원,2024-07-07 11:00:00,Sunday,346,373,690
올림픽공원,2024-07-07 12:00:00,Sunday,384,446,628
올림픽공원,2024-07-07 13:00:00,Sunday,543,476,695
올림픽공원,2024-07-07 14:00:00,Sunday,515,356,854
올림픽공원,2024-07-07 15:00:00,Sunday,480,431,903
올림픽공원,2024-07-07 16:00:00,Sunday,453,574,782
올림픽공원,2024-07-07 17:00:00,Sunday,312,563,531
올림픽공원,2024-07-07 18:00:00,Sunday,116,292,355
올림픽공원,2024-07-07 19:00:00,Sunday,87,107,335
올림픽공원,2024-07-07 20:00:00,Sunday,96,109,322
올림픽공원,2024-07-07 21:00:00,Sunday,118,374,66
올림픽공원,2024-07-07 22:00:00,Sunday,23,38,51
올림픽공원,2024-07-07 23:00:00,Sunday,11,23,39
올림픽공원,2024-07-08 00:00:00,Monday,5,12,32
올림픽공원,2024-07-08 01:00:00,Monday,4,5,31
올림픽공원,2024-07-08 02:00:00,Monday,1,0,32
올림픽공원,2024-07-08 03:00:00,Monday,2,0,34
올림픽공원,2024-07-08 04:00:00,Monday,18,5,47
올림픽공원,2024-07-08 05:00:00,Monday,353,24,376
올림픽공원,2024-07-08 06:00:00,Monday,377,120,633
올림픽공원,2024-07-08 07:00:00,Monday,318,472,479
올림픽공원,2024-07-08 08:00:00,Monday,814,612,681
올림픽공원,2024-07-08 09:00:00,Monday,570,285,966
올림픽공원,2024-07-08 10:00:00,Monday,451,416,1001
올림픽공원,2024-07-08 11:00:00,Monday,292,544,749
올림픽공원,2024-07-08 12:00:00,Monday,306,483,572
올림픽공원,2024-07-08 13:00:00,Monday,415,331,656
올림픽공원,2024-07-08 14:00:00,Monday,342,313,685
올림픽공원,2024-07-08 15:00:00,Monday,369,382,672
올림픽공원,2024-07-08 16:00:00,Monday,352,450,574
올림픽공원,2024-07-08 17:00:00,Monday,447,444,577
올림픽공원,2024-07-08 18:00:00,Monday,461,437,601
올림픽공원,2024-07-08 19:00:00,Monday,409,335,675
올림픽공원,2024-07-08 20:00:00,Monday,363,377,661
올림픽공원,2024-07-08 21:00:00,Monday,90,409,342
올림픽공원,2024-07-08 22:00:00,Monday,19,292,69
올림픽공원,2024-07-08 23:00:00,Monday,1,12,58
올림픽공원,2024-07-09 00:00:00,Tuesday,9,6,61
올림픽공원,2024-07-09 01:00:00,Tuesday,2,4,59
올림픽공원,2024-07-09 02:00:00,Tuesday,3,2,60
올림픽공원,2024-07-09 03:00:00,Tuesday,8,3,65
올림픽공원,2024-07-09 04:00:00,Tuesday,28,5,88
올림픽공원,2024-07-09 05:00:00,Tuesday,356,14,430
올림픽공원,2024-07-09 06:00:00,Tuesday,378,160,648
올림픽공원,2024-07-09 07:00:00,Tuesday,310,422,536
올림픽공원,2024-07-09 08:00:00,Tuesday,815,590,761
올림픽공원,2024-07-09 09:00:00,Tuesday,602,329,1034
올림픽공원,2024-07-09 10:00:00,Tuesday,469,458,1045
올림픽공원,2024-07-09 11:00:00,Tuesday,289,550,784
올림픽공원,2024-07-09 12:00:00,Tuesday,349,532,601
올림픽공원,2024-07-09 13:00:00,Tuesday,489,341,749
올림픽공원,2024-07-09 14:00:00,Tuesday,449,355,843
올림픽공원,2024-07-09 15:00:00,Tuesday,361,380,824
올림픽공원,2024-07-09 16:00:00,Tuesday,395,542,677
올림픽공원,2024-07-09 17:00:00,Tuesday,475,524,628
올림픽공원,2024-07-09 18:00:00,Tuesday,523,511,640
올림픽공원,2024-07-09 19:00:00,Tuesday,436,370,706
올림픽공원,2024-07-09 20:00:00,Tuesday,356,453,609
올림픽공원,2024-07-09 21:00:00,Tuesday,92,423,278
올림픽공원,2024-07-09 22:00:00,Tuesday,33,261,50
올림픽공원,2024-07-09 23:00:00,Tuesday,12,17,45
올림픽공원,2024-07-10 00:00:00,Wednesday,3,6,42
올림픽공원,2024-07-10 01:00:00,Wednesday,3,6,39
올림픽공원,2024-07-10 02:00:00,Wednesday,3,2,40
올림픽공원,2024-07-10 03:00:00,Wednesday,7,5,42
올림픽공원,2024-07-10 04:00:00,Wednesday,20,2,60
올림픽공원,2024-07-10 05:00:00,Wednesday,344,22,382
올림픽공원,2024-07-10 06:00:00,Wednesday,369,128,623
올림픽공원,2024-07-10 07:00:00,Wednesday,297,422,498
올림픽공원,2024-07-10 08:00:00,Wednesday,785,557,726
올림픽공원,2024-07-10 09:00:00,Wednesday,538,295,969
올림픽공원,2024-07-10 10:00:00,Wednesday,472,469,972
올림픽공원,2024-07-10 11:00:00,Wednesday,316,541,747
올림픽공원,2024-07-10 12:00:00,Wednesday,322,483,586
올림픽공원,2024-07-10 13:00:00,Wednesday,434,358,662
올림픽공원,2024-07-10 14:00:00,Wednesday,347,320,689
올림픽공원,2024-07-10 15:00:00,Wednesday,349,384,654
올림픽공원,2024-07-10 16:00:00,Wednesday,356,431,579
올림픽공원,2024-07-10 17:00:00,Wednesday,472,479,572
올림픽공원,2024-07-10 18:00:00,Wednesday,491,433,630
올림픽공원,2024-07-10 19:00:00,Wednesday,452,386,696
올림픽공원,2024-07-10 20:00:00,Wednesday,372,402,666
올림픽공원,2024-07-10 21:00:00,Wednesday,128,459,335
올림픽공원,2024-07-10 22:00:00,Wednesday,53,290,98
올림픽공원,2024-07-10 23:00:00,Wednesday,18,29,87
올림픽공원,2024-07-11 00:00:00,Thursday,18,15,90
올림픽공원,2024-07-11 01:00:00,Thursday,5,13,82
올림픽공원,2024-07-11 02:00:00,Thursday,11,12,81
올림픽공원,2024-07-11 03:00:00,Thursday,13,10,84
올림픽공원,2024-07-11 04:00:00,Thursday,20,7,97
올림픽공원,2024-07-11 05:00:00,Thursday,345,19,423
올림픽공원,2024-07-11 06:00:00,Thursday,373,143,653
올림픽공원,2024-07-11 07:00:00,Thursday,278,437,494
올림픽공원,2024-07-11 08:00:00,Thursday,774,545,723
올림픽공원,2024-07-11 09:00:00,Thursday,552,284,991
올림픽공원,2024-07-11 10:00:00,Thursday,462,470,983
올림픽공원,2024-07-11 11:00:00,Thursday,290,514,759
올림픽공원,2024-07-11 12:00:00,Thursday,358,498,619
올림픽공원,2024-07-11 13:00:00,Thursday,442,349,712
올림픽공원,2024-07-11 14:00:00,Thursday,394,364,742
올림픽공원,2024-07-11 15:00:00,Thursday,394,392,744
올림픽공원,2024-07-11 16:00:00,Thursday,356,421,679
올림픽공원,2024-07-11 17:00:00,Thursday,474,509,644
올림픽공원,2024-07-11 18:00:00,Thursday,537,510,671
올림픽공원,2024-07-11 19:00:00,Thursday,492,413,750
올림픽공원,2024-07-11 20:00:00,Thursday,413,451,712
올림픽공원,2024-07-11 21:00:00,Thursday,145,501,356
올림픽공원,2024-07-11 22:00:00,Thursday,44,294,106
올림픽공원,2024-07-11 23:00:00,Thursday,25,33,98
올림픽공원,2024-07-12 00:00:00,Friday,22,27,93
올림픽공원,2024-07-12 01:00:00,Friday,24,42,75
올림픽공원,2024-07-12 02:00:00,Friday,16,12,79
올림픽공원,2024-07-12 03:00:00,Friday,11,10,80
올림픽공원,2024-07-12 04:00:00,Friday,32,12,100
올림픽공원,2024-07-12 05:00:00,Friday,331,16,415
올림픽공원,2024-07-12 06:00:00,Friday,355,121,649
올림픽공원,2024-07-12 07:00:00,Friday,291,434,506
올림픽공원,2024-07-12 08:00:00,Friday,750,542,714
올림픽공원,2024-07-12 09:00:00,Friday,589,326,977
올림픽공원,2024-07-12 10:00:00,Friday,478,474,981
올림픽공원,2024-07-12 11:00:00,Friday,332,559,754
올림픽공원,2024-07-12 12:00:00,Friday,384,544,594
올림픽공원,2024-07-12 13:00:00,Friday,527,400,721
올림픽공원,2024-07-12 14:00:00,Friday,478,413,786
올림픽공원,2024-07-12 15:00:00,Friday,503,503,786
올림픽공원,2024-07-12 16:00:00,Friday,551,580,757
올림픽공원,2024-07-12 17:00:00,Friday,720,665,812
올림픽공원,2024-07-12 18:00:00,Friday,775,715,872
올림픽공원,2024-07-12 19:00:00,Friday,471,392,951
올림픽공원,2024-07-12 20:00:00,Friday,379,398,932
올림픽공원,2024-07-12 21:00:00,Friday,272,573,631
올림픽공원,2024-07-12 22:00:00,Friday,237,657,211
올림픽공원,2024-07-12 23:00:00,Friday,87,135,163
올림픽공원,2024-07-13 00:00:00,Saturday,33,55,141
올림픽공원,2024-07-13 01:00:00,Saturday,12,22,131
올림픽공원,2024-07-13 02:00:00,Saturday,7,12,126
올림픽공원,2024-07-13 03:00:00,Saturday,9,10,125
올림픽공원,2024-07-13 04:00:00,Saturday,15,11,129
올림픽공원,2024-07-13 05:00:00,Saturday,51,21,159
올림픽공원,2024-07-13 06:00:00,Saturday,131,65,225
올림픽공원,2024-07-13 07:00:00,Saturday,191,138,278
올림픽공원,2024-07-13 08:00:00,Saturday,540,210,608
올림픽공원,2024-07-13 09:00:00,Saturday,602,339,871
올림픽공원,2024-07-13 10:00:00,Saturday,638,515,994
올림픽공원,2024-07-13 11:00:00,Saturday,570,591,973
올림픽공원,2024-07-13 12:00:00,Saturday,491,666,798
올림픽공원,2024-07-13 13:00:00,Saturday,567,479,886
올림픽공원,2024-07-13 14:00:00,Saturday,556,452,990
올림픽공원,2024-07-13 15:00:00,Saturday,737,677,1050
올림픽공원,2024-07-13 16:00:00,Saturday,828,752,1126
올림픽공원,2024-07-13 17:00:00,Saturday,393,601,918
올림픽공원,2024-07-13 18:00:00,Saturday,304,417,805
올림픽공원,2024-07-13 19:00:00,Saturday,281,260,826
올림픽공원,2024-07-13 20:00:00,Saturday,386,766,446
올림픽공원,2024-07-13 21:00:00,Saturday,183,471,158
올림픽공원,2024-07-13 22:00:00,Saturday,88,146,100
올림픽공원,2024-07-13 23:00:00,Saturday,17,31,86
올림픽공원,2024-07-14 00:00:00,Sunday,10,14,82
올림픽공원,2024-07-14 01:00:00,Sunday,10,4,88
올림픽공원,2024-07-14 02:00:00,Sunday,5,6,87
올림픽공원,2024-07-14 03:00:00,Sunday,5,4,88
올림픽공원,2024-07-14 04:00:00,Sunday,13,4,97
올림픽공원,2024-07-14 05:00:00,Sunday,60,18,139
올림픽공원,2024-07-14 06:00:00,Sunday,166,112,193
올림픽공원,2024-07-14 07:00:00,Sunday,218,172,239
올림픽공원,2024-07-14 08:00:00,Sunday,306,209,336
올림픽공원,2024-07-14 09:00:00,Sunday,411,286,461
올림픽공원,2024-07-14 10:00:00,Sunday,489,382,568
올림픽공원,2024-07-14 11:00:00,Sunday,489,381,676
올림픽공원,2024-07-14 12:00:00,Sunday,434,464,646
올림픽공원,2024-07-14 13:00:00,Sunday,565,500,711
올림픽공원,2024-07-14 14:00:00,Sunday,696,556,851
올림픽공원,2024-07-14 15:00:00,Sunday,880,846,885
올림픽공원,2024-07-14 16:00:00,Sunday,320,360,845
올림픽공원,2024-07-14 17:00:00,Sunday,242,317,770
올림픽공원,2024-07-14 18:00:00,Sunday,323,359,734
올림픽공원,2024-07-14 19:00:00,Sunday,406,416,724
올림픽공원,2024-07-14 20:00:00,Sunday,321,734,311
올림픽공원,2024-07-14 21:00:00,Sunday,139,285,165
올림픽공원,2024-07-14 22:00:00,Sunday,43,102,106
올림픽공원,2024-07-14 23:00:00,Sunday,22,31,97
올림픽공원,2024-07-15 00:00:00,Monday,14,9,102
올림픽공원,2024-07-15 01:00:00,Monday,8,13,97
올림픽공원,2024-07-15 02:00:00,Monday,10,7,100
올림픽공원,2024-07-15 03:00:00,Monday,25,17,108
올림픽공원,2024-07-15 04:00:00,Monday,39,18,129
올림픽공원,2024-07-15 05:00:00,Monday,362,44,447
올림픽공원,2024-07-15 06:00:00,Monday,396,167,676
올림픽공원,2024-07-15 07:00:00,Monday,336,454,558
올림픽공원,2024-07-15 08:00:00,Monday,801,605,754
올림픽공원,2024-07-15 09:00:00,Monday,556,296,1014
올림픽공원,2024-07-15 10:00:00,Monday,454,412,1056
올림픽공원,2024-07-15 11:00:00,Monday,275,521,810
올림픽공원,2024-07-15 12:00:00,Monday,308,512,606
올림픽공원,2024-07-15 13:00:00,Monday,473,346,733
올림픽공원,2024-07-15 14:00:00,Monday,339,333,739
올림픽공원,2024-07-15 15:00:00,Monday,345,426,658
올림픽공원,2024-07-15 16:00:00,Monday,387,447,598
올림픽공원,2024-07-15 17:00:00,Monday,454,450,602
올림픽공원,2024-07-15 18:00:00,Monday,507,467,642
올림픽공원,2024-07-15 19:00:00,Monday,475,374,743
올림픽공원,2024-07-15 20:00:00,Monday,378,420,701
올림픽공원,2024-07-15 21:00:00,Monday,105,457,349
올림픽공원,2024-07-15 22:00:00,Monday,39,274,114
올림픽공원,2024-07-15 23:00:00,Monday,17,39,92
올림픽공원,2024-07-16 00:00:00,Tuesday,7,17,82
올림픽공원,2024-07-16 01:00:00,Tuesday,2,0,84
올림픽공원,2024-07-16 02:00:00,Tuesday,9,5,88
올림픽공원,2024-07-16 03:00:00,Tuesday,7,2,93
올림픽공원,2024-07-16 04:00:00,Tuesday,24,3,114
올림픽공원,2024-07-16 05:00:00,Tuesday,356,20,450
올림픽공원,2024-07-16 06:00:00,Tuesday,377,181,646
올림픽공원,2024-07-16 07:00:00,Tuesday,325,410,561
올림픽공원,2024-07-16 08:00:00,Tuesday,780,587,754
올림픽공원,2024-07-16 09:00:00,Tuesday,523,304,973
올림픽공원,2024-07-16 10:00:00,Tuesday,499,440,1032
올림픽공원,2024-07-16 11:00:00,Tuesday,276,515,793
올림픽공원,2024-07-16 12:00:00,Tuesday,307,512,588
올림픽공원,2024-07-16 13:00:00,Tuesday,374,322,640
올림픽공원,2024-07-16 14:00:00,Tuesday,316,308,648
올림픽공원,2024-07-16 15:00:00,Tuesday,366,376,638
올림픽공원,2024-07-16 16:00:00,Tuesday,337,368,607
올림픽공원,2024-07-16 17:00:00,Tuesday,426,459,574
올림픽공원,2024-07-16 18:00:00,Tuesday,503,464,613
올림픽공원,2024-07-16 19:00:00,Tuesday,410,360,663
올림픽공원,2024-07-16 20:00:00,Tuesday,319,351,631
올림픽공원,2024-07-16 21:00:00,Tuesday,93,432,292
올림픽공원,2024-07-16 22:00:00,Tuesday,31,256,67
올림픽공원,2024-07-16 23:00:00,Tuesday,9,8,68
올림픽공원,2024-07-17 00:00:00,Wednesday,4,7,65
올림픽공원,2024-07-17 01:00:00,Wednesday,6,5,66
올림픽공원,2024-07-17 02:00:00,Wednesday,0,3,63
올림픽공원,2024-07-17 03:00:00,Wednesday,3,0,66
올림픽공원,2024-07-17 04:00:00,Wednesday,21,3,84
올림픽공원,2024-07-17 05:00:00,Wednesday,341,26,399
올림픽공원,2024-07-17 06:00:00,Wednesday,335,126,608
올림픽공원,2024-07-17 07:00:00,Wednesday,269,397,480
올림픽공원,2024-07-17 08:00:00,Wednesday,694,540,634
올림픽공원,2024-07-17 09:00:00,Wednesday,537,261,910
올림픽공원,2024-07-17 10:00:00,Wednesday,480,420,970
올림픽공원,2024-07-17 11:00:00,Wednesday,289,478,781
올림픽공원,2024-07-17 12:00:00,Wednesday,313,483,611
올림픽공원,2024-07-17 13:00:00,Wednesday,423,329,705
올림픽공원,2024-07-17 14:00:00,Wednesday,340,297,748
올림픽공원,2024-07-17 15:00:00,Wednesday,351,365,734
올림픽공원,2024-07-17 16:00:00,Wednesday,332,453,613
올림픽공원,2024-07-17 17:00:00,Wednesday,466,499,580
올림픽공원,2024-07-17 18:00:00,Wednesday,423,431,572
올림픽공원,2024-07-17 19:00:00,Wednesday,379,322,629
올림픽공원,2024-07-17 20:00:00,Wednesday,372,362,639
올림픽공원,2024-07-17 21:00:00,Wednesday,95,408,326
올림픽공원,2024-07-17 22:00:00,Wednesday,18,259,85
올림픽공원,2024-07-17 23:00:00,Wednesday,8,24,69
올림픽공원,2024-07-18 00:00:00,Thursday,8,6,71
올림픽공원,2024-07-18 01:00:00,Thursday,5,5,71
올림픽공원,2024-07-18 02:00:00,Thursday,4,1,74
올림픽공원,2024-07-18 03:00:00,Thursday,6,4,76
올림픽공원,2024-07-18 04:00:00,Thursday,14,1,89
올림픽공원,2024-07-18 05:00:00,Thursday,285,30,344
올림픽공원,2024-07-18 06:00:00,Thursday,306,107,543
올림픽공원,2024-07-18 07:00:00,Thursday,236,341,438
올림픽공원,2024-07-18 08:00:00,Thursday,796,562,672
올림픽공원,2024-07-18 09:00:00,Thursday,512,273,911
올림픽공원,2024-07-18 10:00:00,Thursday,486,445,952
올림픽공원,2024-07-18 11:00:00,Thursday,292,441,803
올림픽공원,2024-07-18 12:00:00,Thursday,294,464,633
올림픽공원,2024-07-18 13:00:00,Thursday,396,363,666
올림픽공원,2024-07-18 14:00:00,Thursday,334,244,756
올림픽공원,2024-07-18 15:00:00,Thursday,342,359,739
올림픽공원,2024-07-18 16:00:00,Thursday,315,393,661
올림픽공원,2024-07-18 17:00:00,Thursday,452,466,647
올림픽공원,2024-07-18 18:00:00,Thursday,466,506,607
올림픽공원,2024-07-18 19:00:00,Thursday,397,327,677
올림픽공원,2024-07-18 20:00:00,Thursday,345,373,649
올림픽공원,2024-07-18 21:00:00,Thursday,106,424,331
올림픽공원,2024-07-18 22:00:00,Thursday,29,269,91
올림픽공원,2024-07-18 23:00:00,Thursday,12,24,79
올림픽공원,2024-07-19 00:00:00,Friday,3,7,75
올림픽공원,2024-07-19 01:00:00,Friday,12,3,84
올림픽공원,2024-07-19 02:00:00,Friday,5,5,84
올림픽공원,2024-07-19 03:00:00,Friday,3,3,84
올림픽공원,2024-07-19 04:00:00,Friday,18,1,101
올림픽공원,2024-07-19 05:00:00,Friday,349,21,429
올림픽공원,2024-07-19 06:00:00,Friday,338,100,667
올림픽공원,2024-07-19 07:00:00,Friday,305,444,528
올림픽공원,2024-07-19 08:00:00,Friday,769,525,772
올림픽공원,2024-07-19 09:00:00,Friday,532,284,1020
올림픽공원,2024-07-19 10:00:00,Friday,492,444,1068
올림픽공원,2024-07-19 11:00:00,Friday,323,535,856
올림픽공원,2024-07-19 12:00:00,Friday,384,549,691
올림픽공원,2024-07-19 13:00:00,Friday,526,408,809
올림픽공원,2024-07-19 14:00:00,Friday,408,334,883
올림픽공원,2024-07-19 15:00:00,Friday,425,517,791
올림픽공원,2024-07-19 16:00:00,Friday,360,473,678
올림픽공원,2024-07-19 17:00:00,Friday,460,475,663
